IBGE,MUNICIPIO,UF,PERIODO,UNIDADE,VALOR,LIRAa,LIA,ARMAD,TP_ARMAD, IIP_AE , IB_AE , ESTR_IIP_ME09 , PERC_IIP_ME09 , ESTR_IIP_MAI1MEI39 , PERC_IIP_MAI1MEI39 , ESTR_IIP_MAI4 , PERC_IIP_MAI4 , A1_VAL , A1_PERC , A2_VAL , A2_PERC , B_VAL , B_PERC , C_VAL , C_PERC , D1_VAL , D1_PERC , D2_VAL , D2_PERC , E_VAL , E_PERC , IIP_AA , IB_AA , dep_agua_val , dep_agua_perc ,dep_dom_val,dep_dom_perc,lixo_val,lixo_perc
352560,JOAO RAMALHO,SP,08/01/2020 a 21/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352570,JOSE BONIFACIO,SP,06/01/2020 a 14/01/2020,TRIMESTRE,1,1,2,2,lira,3.96,5.05,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,82.14,8.00,14.29,0.00,0.00,2.00,3.57,0.00,0.00,0.36,0.36,0.00,0.00,54.00,96.43,2.00,3.57
352580,JULIO MESQUITA,SP,14/01/2020 a 20/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352585,JUMIRIM,SP,05/02/2020 a 19/02/2020,TRIMESTRE,1,1,2,2,lira,2.00,2.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00
352590,JUNDIAI,SP,03/02/2020 a 04/02/2020,TRIMESTRE,1,1,2,2,lira,1.48,1.73,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,1.00,1.61,45.00,72.58,2.00,3.23,4.00,6.45,10.00,16.13,0.00,0.00,0.11,0.11,1.00,1.61,47.00,75.81,14.00,22.58
352600,JUNQUEIROPOLIS,SP,06/01/2020 a 16/01/2020,TRIMESTRE,1,1,2,2,lira,1.66,1.66,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,57.14,1.00,14.29,0.00,0.00,2.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,5.00,71.43,2.00,28.57
352610,JUQUIA,SP,06/01/2020 a 24/01/2020,TRIMESTRE,1,1,2,2,lira,0.55,0.55,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.28,0.55,0.00,0.00,0.00,0.00,2.00,100.00
352620,JUQUITIBA,SP,02/01/2020 a 29/01/2020,TRIMESTRE,1,1,2,2,lira,0.33,0.33,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,50.00,1.00,50.00
352630,LAGOINHA,SP,08/01/2020 a 21/01/2020,TRIMESTRE,1,1,2,2,lira,2.50,2.50,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,2.00,50.00,1.00,25.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,2.00,50.00,0.00,0.00
352640,LARANJAL PAULISTA,SP,06/01/2020 a 30/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352650,LAVINIA,SP,15/01/2020 a 24/01/2020,TRIMESTRE,1,1,2,2,lira,2.22,2.22,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,25.00,1.00,25.00,0.00,0.00,1.00,25.00,1.00,25.00,0.00,0.00,0.00,0.00,1.00,25.00,1.00,25.00,2.00,50.00
352660,LAVRINHAS,SP,07/01/2020 a 21/01/2020,TRIMESTRE,1,1,2,2,lira,13.80,21.89,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,6.00,9.23,5.00,7.69,9.00,13.85,10.00,15.38,35.00,53.85,0.00,0.00,13.13,19.87,6.00,9.23,14.00,21.54,45.00,69.23
352670,LEME,SP,20/01/2020 a 29/01/2020,TRIMESTRE,1,1,2,2,lira,2.97,3.84,0.00,0.00,3.00,75.00,1.00,25.00,1.00,1.75,5.00,8.77,38.00,66.67,4.00,7.02,0.00,0.00,7.00,12.28,2.00,3.51,0.34,0.54,6.00,10.53,44.00,77.19,7.00,12.28
352680,LENCOIS PAULISTA,SP,21/01/2020 a 24/01/2020,TRIMESTRE,1,1,2,2,lira,0.68,1.02,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,83.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,16.67,0.00,0.00,0.00,0.00,6.00,100.00,0.00,0.00
352690,LIMEIRA,SP,06/01/2020 a 30/01/2020,TRIMESTRE,1,1,2,2,lira,1.70,2.25,2.00,25.00,6.00,75.00,0.00,0.00,0.00,0.00,4.00,3.74,52.00,48.60,11.00,10.28,14.00,13.08,25.00,23.36,1.00,0.93,0.17,0.19,4.00,3.74,64.00,59.81,39.00,36.45
352710,LINS,SP,06/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,8.46,10.77,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,0.79,61.00,48.41,23.00,18.25,5.00,3.97,34.00,26.98,2.00,1.59,0.43,0.43,1.00,0.79,86.00,68.25,39.00,30.95
352720,LORENA,SP,07/01/2020 a 13/01/2020,TRIMESTRE,1,1,2,2,lira,4.60,5.38,0.00,0.00,1.00,25.00,3.00,75.00,0.00,0.00,8.00,8.25,36.00,37.11,16.00,16.49,5.00,5.15,28.00,28.87,4.00,4.12,0.06,0.06,8.00,8.25,56.00,57.73,33.00,34.02
352725,LOURDES,SP,10/01/2020 a 16/01/2020,TRIMESTRE,1,1,2,2,lira,6.17,6.17,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,60.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,100.00
352730,LOUVEIRA,SP,06/01/2020 a 13/01/2020,TRIMESTRE,1,1,2,2,lira,1.72,1.99,0.00,0.00,3.00,100.00,0.00,0.00,1.00,4.55,6.00,27.27,9.00,40.91,1.00,4.55,2.00,9.09,3.00,13.64,0.00,0.00,0.36,0.54,7.00,31.82,10.00,45.45,5.00,22.73
352740,LUCELIA,SP,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,3.49,7.82,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,2.00,4.26,7.00,14.89,6.00,12.77,13.00,27.66,19.00,40.43,0.00,0.00,0.00,0.00,2.00,4.26,13.00,27.66,32.00,68.09
352750,LUCIANOPOLIS,SP,02/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,1.36,1.36,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00
352760,LUIS ANTONIO,SP,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,3.06,3.06,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.67,1.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00
352770,LUIZIANIA,SP,06/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,5.50,5.50,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.33,0.00,0.00,4.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.33,4.00,66.67
352780,LUPERCIO,SP,09/01/2020 a 23/01/2020,TRIMESTRE,1,1,2,2,lira,4.65,6.98,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,4.00,66.67,1.00,16.67,0.00,0.00,1.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,5.00,83.33,1.00,16.67
352790,LUTECIA,SP,23/01/2020 a 29/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352800,MACATUBA,SP,06/01/2020 a 17/01/2020,TRIMESTRE,1,1,2,2,lira,2.39,2.39,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,11.11,6.00,66.67,0.00,0.00,0.00,0.00,2.00,22.22,0.00,0.00,0.00,0.00,1.00,11.11,6.00,66.67,2.00,22.22
352810,MACAUBAL,SP,13/01/2020 a 17/01/2020,TRIMESTRE,1,1,2,2,lira,8.13,9.38,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,2.00,13.33,6.00,40.00,5.00,33.33,0.00,0.00,2.00,13.33,0.00,0.00,0.00,0.00,2.00,13.33,11.00,73.33,2.00,13.33
352820,MACEDONIA,SP,06/01/2020 a 14/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352830,MAGDA,SP,06/01/2020 a 08/01/2020,TRIMESTRE,1,1,2,2,lira,7.00,7.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,5.00,71.43,0.00,0.00,2.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,71.43,2.00,28.57
352840,MAIRINQUE,SP,06/01/2020 a 22/01/2020,TRIMESTRE,1,1,2,2,lira,1.83,2.33,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,7.14,6.00,42.86,2.00,14.29,0.00,0.00,4.00,28.57,1.00,7.14,1.00,1.33,1.00,7.14,9.00,64.29,4.00,28.57
352850,MAIRIPORA,SP,09/01/2020 a 28/01/2020,TRIMESTRE,1,1,2,2,lira,1.76,1.87,1.00,50.00,1.00,50.00,0.00,0.00,2.00,11.76,3.00,17.65,9.00,52.94,1.00,5.88,1.00,5.88,1.00,5.88,0.00,0.00,0.99,0.99,5.00,29.41,10.00,58.82,2.00,11.76
352860,MANDURI,SP,03/02/2020 a 18/02/2020,TRIMESTRE,1,1,2,2,lira,4.59,5.30,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,6.67,12.00,80.00,0.00,0.00,0.00,0.00,2.00,13.33,0.00,0.00,0.00,0.00,1.00,6.67,12.00,80.00,2.00,13.33
352870,MARABA PAULISTA,SP,08/01/2020 a 14/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352880,MARACAI,SP,13/01/2020 a 20/01/2020,TRIMESTRE,1,1,2,2,lira,3.44,3.44,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,2.00,18.18,4.00,36.36,3.00,27.27,0.00,0.00,2.00,18.18,0.00,0.00,0.00,0.00,2.00,18.18,7.00,63.64,2.00,18.18
352885,MARAPOAMA,SP,13/01/2020 a 15/01/2020,TRIMESTRE,1,1,2,2,lira,7.50,7.50,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,33.33,2.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,0.00,0.00,3.00,100.00,0.00,0.00
352890,MARIAPOLIS,SP,07/01/2020 a 16/01/2020,TRIMESTRE,1,1,2,2,lira,7.69,8.88,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,3.00,20.00,5.00,33.33,2.00,13.33,0.00,0.00,5.00,33.33,0.00,0.00,0.00,0.00,3.00,20.00,7.00,46.67,5.00,33.33
352900,MARILIA,SP,16/01/2020 a 27/01/2020,TRIMESTRE,1,1,2,2,lira,3.30,4.47,0.00,0.00,8.00,80.00,2.00,20.00,18.00,7.38,0.00,0.00,98.00,40.16,34.00,13.93,16.00,6.56,74.00,30.33,4.00,1.64,0.22,0.26,18.00,7.38,136.00,55.74,90.00,36.89
352910,MARINOPOLIS,SP,03/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,0.88,1.75,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00
352920,MARTINOPOLIS,SP,16/01/2020 a 31/01/2020,TRIMESTRE,1,1,2,2,lira,0.96,1.20,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,80.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,80.00,1.00,20.00
352930,MATAO,SP,07/01/2020 a 13/01/2020,TRIMESTRE,1,1,2,2,lira,1.60,1.91,2.00,40.00,3.00,60.00,0.00,0.00,0.00,0.00,5.00,13.89,16.00,44.44,5.00,13.89,3.00,8.33,7.00,19.44,0.00,0.00,0.05,0.05,5.00,13.89,21.00,58.33,10.00,27.78
352940,MAUA,SP,06/01/2020 a 14/01/2020,TRIMESTRE,1,1,2,2,lira,0.33,0.33,5.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,30.00,6.00,60.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,3.00,30.00,7.00,70.00,0.00,0.00
352950,MENDONCA,SP,06/01/2020 a 14/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352960,MERIDIANO,SP,08/01/2020 a 13/01/2020,TRIMESTRE,1,1,2,2,lira,1.75,1.75,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00
352965,MESOPOLIS,SP,06/01/2020 a 16/01/2020,TRIMESTRE,1,1,2,2,lira,2.50,2.50,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00
352970,MIGUELOPOLIS,SP,06/01/2020 a 21/01/2020,TRIMESTRE,1,1,2,2,lira,7.61,12.08,0.00,0.00,0.00,0.00,1.00,100.00,3.00,5.56,2.00,3.70,24.00,44.44,5.00,9.26,8.00,14.81,12.00,22.22,0.00,0.00,0.67,0.67,5.00,9.26,29.00,53.70,20.00,37.04
352980,MINEIROS DO TIETE,SP,06/01/2020 a 22/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352990,MIRACATU,SP,22/01/2020 a 30/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353000,MIRA ESTRELA,SP,07/01/2020 a 08/01/2020,TRIMESTRE,1,1,2,2,lira,2.50,2.50,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,1.25,0.00,0.00,2.00,100.00,0.00,0.00
353010,MIRANDOPOLIS,SP,08/01/2020 a 15/01/2020,TRIMESTRE,1,1,2,2,lira,4.00,4.33,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,12.00,46.15,2.00,7.69,1.00,3.85,11.00,42.31,0.00,0.00,0.00,0.00,0.00,0.00,14.00,53.85,12.00,46.15
353020,MIRANTE DO PARANAPANEMA,SP,08/01/2020 a 14/01/2020,TRIMESTRE,1,1,2,2,lira,13.15,21.60,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,3.00,6.52,29.00,63.04,5.00,10.87,1.00,2.17,8.00,17.39,0.00,0.00,0.47,0.47,3.00,6.52,34.00,73.91,9.00,19.57
353030,MIRASSOL,SP,06/01/2020 a 20/01/2020,TRIMESTRE,1,1,2,2,lira,4.91,6.98,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,1.23,57.00,70.37,8.00,9.88,4.00,4.94,11.00,13.58,0.00,0.00,0.26,0.34,1.00,1.23,65.00,80.25,15.00,18.52
353040,MIRASSOLANDIA,SP,07/01/2020 a 10/01/2020,TRIMESTRE,1,1,2,2,lira,1.36,1.36,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.68,0.00,0.00,2.00,100.00,0.00,0.00
353050,MOCOCA,SP,07/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,3.17,3.42,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,1.00,2.44,30.00,73.17,2.00,4.88,2.00,4.88,6.00,14.63,0.00,0.00,0.00,0.00,1.00,2.44,32.00,78.05,8.00,19.51
353060,MOJI DAS CRUZES,SP,03/01/2020 a 13/01/2020,TRIMESTRE,1,1,2,2,lira,2.04,2.14,0.00,0.00,6.00,100.00,0.00,0.00,2.00,2.44,14.00,17.07,48.00,58.54,3.00,3.66,8.00,9.76,6.00,7.32,1.00,1.22,0.08,0.08,16.00,19.51,52.00,63.41,14.00,17.07
353070,MOGI GUACU,SP,20/01/2020 a 22/01/2020,TRIMESTRE,1,1,2,2,lira,0.56,0.59,21.00,84.00,3.00,12.00,1.00,4.00,1.00,5.88,0.00,0.00,11.00,64.71,1.00,5.88,1.00,5.88,3.00,17.65,0.00,0.00,0.03,0.03,1.00,5.88,12.00,70.59,4.00,23.53
353080,MOGI MIRIM,SP,06/01/2020 a 22/01/2020,TRIMESTRE,1,1,2,2,lira,1.83,1.98,0.00,0.00,3.00,100.00,0.00,0.00,1.00,3.85,0.00,0.00,18.00,69.23,3.00,11.54,2.00,7.69,2.00,7.69,0.00,0.00,0.08,0.15,1.00,3.85,21.00,80.77,4.00,15.38
353100,MONCOES,SP,02/01/2020 a 07/01/2020,TRIMESTRE,1,1,2,2,lira,4.65,4.65,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,2.00,50.00
353110,MONGAGUA,SP,02/01/2020 a 23/01/2020,TRIMESTRE,1,1,2,2,lira,1.39,1.39,1.00,33.33,2.00,66.67,0.00,0.00,1.00,4.17,1.00,4.17,11.00,45.83,4.00,16.67,0.00,0.00,7.00,29.17,0.00,0.00,0.00,0.00,2.00,8.33,15.00,62.50,7.00,29.17
353120,MONTE ALEGRE DO SUL,SP,03/02/2020 a 07/02/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353130,MONTE ALTO,SP,03/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,2.39,2.99,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,40.00,2.00,8.00,2.00,8.00,11.00,44.00,0.00,0.00,0.72,0.96,0.00,0.00,12.00,48.00,13.00,52.00
353140,MONTE APRAZIVEL,SP,11/02/2020 a 19/02/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353150,MONTE AZUL PAULISTA,SP,06/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,5.69,6.71,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,3.03,21.00,63.64,4.00,12.12,2.00,6.06,5.00,15.15,0.00,0.00,0.00,0.00,1.00,3.03,25.00,75.76,7.00,21.21
353160,MONTE CASTELO,SP,08/01/2020 a 22/01/2020,TRIMESTRE,1,1,2,2,lira,4.00,4.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,3.00,60.00,1.00,20.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,80.00,1.00,20.00
353180,MONTE MOR,SP,07/01/2020 a 31/01/2020,TRIMESTRE,1,1,2,2,lira,4.81,7.37,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,9.00,12.50,39.00,54.17,2.00,2.78,11.00,15.28,11.00,15.28,0.00,0.00,1.13,1.94,9.00,12.50,41.00,56.94,22.00,30.56
353190,MORRO AGUDO,SP,16/01/2020 a 30/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353200,MORUNGABA,SP,09/01/2020 a 17/01/2020,TRIMESTRE,1,1,2,2,lira,0.40,0.40,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00
353205,MOTUCA,SP,13/01/2020 a 15/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353210,MURUTINGA DO SUL,SP,08/01/2020 a 21/01/2020,TRIMESTRE,1,1,2,2,lira,2.70,2.70,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00
353215,NANTES,SP,07/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,7.50,10.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,25.00,0.00,0.00,1.00,25.00,0.00,0.00,2.00,50.00,0.00,0.00,2.50,2.50,1.00,25.00,1.00,25.00,2.00,50.00
353220,NARANDIBA,SP,06/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,4.84,4.84,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,2.00,66.67,0.00,0.00,0.00,0.00,1.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.67,1.00,33.33
353230,NATIVIDADE DA SERRA,SP,08/01/2020 a 23/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353240,NAZARE PAULISTA,SP,02/01/2020 a 21/01/2020,TRIMESTRE,1,1,2,2,lira,0.54,0.54,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.00,2.00,100.00,0.00,0.00
353250,NEVES PAULISTA,SP,13/01/2020 a 15/01/2020,TRIMESTRE,1,1,2,2,lira,3.16,4.21,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,75.00,0.00,0.00,0.00,0.00,2.00,25.00,0.00,0.00,0.53,0.53,0.00,0.00,6.00,75.00,2.00,25.00
353260,NHANDEARA,SP,03/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,2.85,2.85,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,12.50,7.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.50,7.00,87.50,0.00,0.00
353270,NIPOA,SP,02/01/2020 a 07/01/2020,TRIMESTRE,1,1,2,2,lira,4.96,4.96,0.00,0.00,0.00,0.00,1.00,100.00,1.00,16.67,0.00,0.00,0.00,0.00,2.00,33.33,1.00,16.67,2.00,33.33,0.00,0.00,0.00,0.00,1.00,16.67,2.00,33.33,3.00,50.00
353280,NOVA ALIANCA,SP,04/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,1.43,1.43,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.71,0.00,0.00,2.00,100.00,0.00,0.00
353282,NOVA CAMPINA,SP,09/01/2020 a 15/01/2020,TRIMESTRE,1,1,2,2,lira,0.90,0.90,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00
353284,NOVA CANAA PAULISTA,SP,06/01/2020 a 09/01/2020,TRIMESTRE,1,1,2,2,lira,1.39,1.39,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00
353286,NOVA CASTILHO,SP,03/01/2020 a 03/01/2020,TRIMESTRE,1,1,2,2,lira,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
